product_id,product_name,brand,category,price,description,image_url
P0059,Eyeconic Kajal,Lakme,Beauty,21.12,Upgrade your lifestyle with the Eyeconic Kajal. It features Smudge-proof and 22H wear to deliver an outstanding performance. Ideal for Lakme fans who value quality and durability.,https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0060,SuperStay Ink,Maybelline,Beauty,28.6,Discover the power of the SuperStay Ink. It features Liquid matte and 16H wear to deliver an outstanding performance. Ideal for Maybelline fans who value quality and durability.,https://images.unsplash.com/photo-1586495777744-4413f21062fa?w=400&h=400&fit=crop
P0061,Studio Fix Fluid,MAC,Beauty,13.85,Experience excellence with the Studio Fix Fluid. It features SPF 15 and Matte finish to deliver an outstanding performance. Ideal for MAC fans who value quality and durability.,https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0062,Air Force 1 '07,Nike,Fashion,271.62,Experience excellence with the Air Force 1 '07. It features Premium leather and Nike Air cushioning to deliver an outstanding performance. Ideal for Nike fans who value quality and durability.,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=400&fit=crop
P0063,Blur Perfect Primer,Lakme,Beauty,55.2,"Meet the Blur Perfect Primer, designed for perfection. It features Instant smooth and Matte finish to deliver an outstanding performance. Ideal for Lakme fans who value quality and durability.",https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0064,Moisture Surge,Clinique,Beauty,65.46,Discover the power of the Moisture Surge. It features 100H hydration and Aloe bio-ferment to deliver an outstanding performance. Ideal for Clinique fans who value quality and durability.,https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=400&h=400&fit=crop
P0065,Air Force 1 '07,Nike,Fashion,100.17,Upgrade your lifestyle with the Air Force 1 '07. It features Premium leather and Nike Air cushioning to deliver an outstanding performance. Ideal for Nike fans who value quality and durability.,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400&h=400&fit=crop
P0066,Galaxy Watch 5 8303,Samsung,Electronics,2073.24,"Meet the Galaxy Watch 5 8303, designed for perfection. It features BioActive Sensor and Sleep tracking to deliver an outstanding performance. Ideal for Samsung fans who value quality and durability.",https://images.unsplash.com/photo-1523275335684-37898b6baf30?w=400&h=400&fit=crop
P0067,MacBook Air 712,Apple,Electronics,160.68,Experience excellence with the MacBook Air 712. It features M2 chip and 13.6-inch Liquid Retina to deliver an outstanding performance. Ideal for Apple fans who value quality and durability.,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0068,AirPods Pro 3680,Apple,Electronics,99.96,Upgrade your lifestyle with the AirPods Pro 3680. It features Active Noise Cancellation and Adaptive Transparency to deliver an outstanding performance. Ideal for Apple fans who value quality and durability.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?w=400&h=400&fit=crop
P0069,Prep + Prime,MAC,Beauty,40.99,"Meet the Prep + Prime, designed for perfection. It features Soothes and Sets makeup to deliver an outstanding performance. Ideal for MAC fans who value quality and durability.",https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=400&h=400&fit=crop
P0070,Galaxy Book3 Pro 1111,Samsung,Electronics,178.9,Discover the power of the Galaxy Book3 Pro 1111. It features 3K AMOLED and Intel Core i7 to deliver an outstanding performance. Ideal for Samsung fans who value quality and durability.,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0071,Revitalift Serum,L'Oreal,Beauty,39.75,Discover the power of the Revitalift Serum. It features 1.5% Hyaluronic Acid and Anti-wrinkle to deliver an outstanding performance. Ideal for L'Oreal fans who value quality and durability.,https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=400&h=400&fit=crop
P0072,Stark Study Table,HomeCentre,Home,91.45,Experience excellence with the Stark Study Table. It features With drawers and Walnut finish to deliver an outstanding performance. Ideal for HomeCentre fans who value quality and durability.,https://images.unsplash.com/photo-1577140917170-285929dfe55c?w=400&h=400&fit=crop
P0073,Undeniable Duffel,Under Armour,Sports,243.53,Discover the power of the Undeniable Duffel. It features Water resistant and Tough bottom to deliver an outstanding performance. Ideal for Under Armour fans who value quality and durability.,https://images.unsplash.com/photo-1584735935682-2f2b69dff9d2?w=400&h=400&fit=crop
P0074,XPS 13 Plus 514,Dell,Electronics,86.28,Discover the power of the XPS 13 Plus 514. It features OLED touch and Zero-lattice keyboard to deliver an outstanding performance. Ideal for Dell fans who value quality and durability.,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0075,Sky High Mascara,Maybelline,Beauty,63.87,Experience excellence with the Sky High Mascara. It features Bamboo extract and Limitless length to deliver an outstanding performance. Ideal for Maybelline fans who value quality and durability.,https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0076,Regular Fit Tee,H&M,Fashion,155.93,"Meet the Regular Fit Tee, designed for perfection. It features Cotton jersey and Round neck to deliver an outstanding performance. Ideal for H&M fans who value quality and durability.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
P0077,Blur Perfect Primer,Lakme,Beauty,14.67,"Meet the Blur Perfect Primer, designed for perfection. It features Instant smooth and Matte finish to deliver an outstanding performance. Ideal for Lakme fans who value quality and durability.",https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0078,Voluminous Mascara,L'Oreal,Beauty,37.17,Upgrade your lifestyle with the Voluminous Mascara. It features Volume building and No clumps to deliver an outstanding performance. Ideal for L'Oreal fans who value quality and durability.,https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0079,MX Master 3S 5522,Logitech,Electronics,179.77,"Meet the MX Master 3S 5522, designed for perfection. It features 8K DPI sensor and Quiet clicks to deliver an outstanding performance. Ideal for Logitech fans who value quality and durability.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0080,Zenith Dining Set,HomeCentre,Home,269.1,"Meet the Zenith Dining Set, designed for perfection. It features 4-seater and Glass top to deliver an outstanding performance. Ideal for HomeCentre fans who value quality and durability.",https://images.unsplash.com/photo-1577140917170-285929dfe55c?w=400&h=400&fit=crop
P0081,Alienware x15 R2 6209,Dell,Electronics,131.84,"Meet the Alienware x15 R2 6209, designed for perfection. It features RTX 3080 Ti and Cryo-tech cooling to deliver an outstanding performance. Ideal for Dell fans who value quality and durability.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0082,High Impact Mascara,Clinique,Beauty,66.8,Upgrade your lifestyle with the High Impact Mascara. It features Volume and Length to deliver an outstanding performance. Ideal for Clinique fans who value quality and durability.,https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0083,Modern Coffee Table,Wayfair,Home,223.71,"Meet the Modern Coffee Table, designed for perfection. It features Glass top and Metal legs to deliver an outstanding performance. Ideal for Wayfair fans who value quality and durability.",https://images.unsplash.com/photo-1577140917170-285929dfe55c?w=400&h=400&fit=crop
P0084,Helios Sofa,HomeCentre,Home,144.44,Experience excellence with the Helios Sofa. It features Faux leather and Pocket springs to deliver an outstanding performance. Ideal for HomeCentre fans who value quality and durability.,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=400&h=400&fit=crop
P0085,Ergo Office Chair,Pepperfry,Home,115.04,Upgrade your lifestyle with the Ergo Office Chair. It features Mesh back and Lumbar support to deliver an outstanding performance. Ideal for Pepperfry fans who value quality and durability.,https://images.unsplash.com/photo-1592078615290-033ee584e267?w=400&h=400&fit=crop
P0086,Studio Fix Fluid,MAC,Beauty,19.09,"Meet the Studio Fix Fluid, designed for perfection. It features SPF 15 and Matte finish to deliver an outstanding performance. Ideal for MAC fans who value quality and durability.",https://images.unsplash.com/photo-1596462502278-27bfdd403348?w=400&h=400&fit=crop
P0087,Textured Shirt,Zara,Fashion,289.84,"Meet the Textured Shirt, designed for perfection. It features Relaxed fit and Camp collar to deliver an outstanding performance. Ideal for Zara fans who value quality and durability.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
P0088,Alpha 7 IV 3140,Sony,Electronics,107.91,"Meet the Alpha 7 IV 3140, designed for perfection. It features 33MP sensor and Real-time Eye AF to deliver an outstanding performance. Ideal for Sony fans who value quality and durability.",https://images.unsplash.com/photo-1516035069371-29a1b244cc32?w=400&h=400&fit=crop
P0089,Alienware x15 R2 1589,Dell,Electronics,169.81,"Meet the Alienware x15 R2 1589, designed for perfection. It features RTX 3080 Ti and Cryo-tech cooling to deliver an outstanding performance. Ideal for Dell fans who value quality and durability.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0090,Galaxy Book3 Pro 5027,Samsung,Electronics,2149.62,Upgrade your lifestyle with the Galaxy Book3 Pro 5027. It features 3K AMOLED and Intel Core i7 to deliver an outstanding performance. Ideal for Samsung fans who value quality and durability.,https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0091,501 Original Fit,Levi's,Fashion,17.52,Upgrade your lifestyle with the 501 Original Fit. It features Straight leg and Button fly to deliver an outstanding performance. Ideal for Levi's fans who value quality and durability.,https://images.unsplash.com/photo-1542272454315-4c01d7abdf4a?w=400&h=400&fit=crop
P0092,XPS 13 Plus 5282,Dell,Electronics,171.95,"Meet the XPS 13 Plus 5282, designed for perfection. It features OLED touch and Zero-lattice keyboard to deliver an outstanding performance. Ideal for Dell fans who value quality and durability.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?w=400&h=400&fit=crop
P0093,501 Original Fit,Levi's,Fashion,24.91,"Meet the 501 Original Fit, designed for perfection. It features Straight leg and Button fly to deliver an outstanding performance. Ideal for Levi's fans who value quality and durability.",https://images.unsplash.com/photo-1542272454315-4c01d7abdf4a?w=400&h=400&fit=crop
P0094,Prep + Prime,MAC,Beauty,78.19,Experience excellence with the Prep + Prime. It features Soothes and Sets makeup to deliver an outstanding performance. Ideal for MAC fans who value quality and durability.,https://images.unsplash.com/photo-1570172619644-dfd03ed5d881?w=400&h=400&fit=crop
P0095,Helios Sofa,HomeCentre,Home,167.66,Upgrade your lifestyle with the Helios Sofa. It features Faux leather and Pocket springs to deliver an outstanding performance. Ideal for HomeCentre fans who value quality and durability.,https://images.unsplash.com/photo-1555041469-a586c61ea9bc?w=400&h=400&fit=crop
P0096,Xperia 1 IV 7116,Sony,Electronics,181.64,Experience excellence with the Xperia 1 IV 7116. It features 4K HDR OLED and Optical zoom to deliver an outstanding performance. Ideal for Sony fans who value quality and durability.,https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop
P0097,Stark Study Table,HomeCentre,Home,250.21,"Meet the Stark Study Table, designed for perfection. It features With drawers and Walnut finish to deliver an outstanding performance. Ideal for HomeCentre fans who value quality and durability.",https://images.unsplash.com/photo-1577140917170-285929dfe55c?w=400&h=400&fit=crop
P0098,Zenith Dining Set,HomeCentre,Home,170.39,Experience excellence with the Zenith Dining Set. It features 4-seater and Glass top to deliver an outstanding performance. Ideal for HomeCentre fans who value quality and durability.,https://images.unsplash.com/photo-1577140917170-285929dfe55c?w=400&h=400&fit=crop
P0099,Geometric Rug,Wayfair,Home,201.54,Discover the power of the Geometric Rug. It features Stain resistant and Modern pattern to deliver an outstanding performance. Ideal for Wayfair fans who value quality and durability.,https://images.unsplash.com/photo-1577140917170-285929dfe55c?w=400&h=400&fit=crop
