product_id,product_name,brand,category,price,description,image_url
P0011,Ergo Pro Ergonomic Office Chair,Pepperfry,Home,225.03,"Pepperfry's full ergonomic office chair designed to reduce back strain during long work sessions. Adjustable mesh back, lumbar support, 3D armrests, seat height adjustment, and reclining tilt. Heavy-duty base with smooth-rolling castors — built for professionals who sit for hours every day.",https://images.unsplash.com/photo-1658856039235-7745824f88db?q=80&w=764&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0012,Galaxy Watch 5 Smartwatch,Samsung,Electronics,1194.93,"Samsung's advanced smartwatch with comprehensive health tracking including body composition and sleep analysis. Sapphire crystal glass display with heart rate, blood oxygen, and ECG monitoring, plus 5ATM water resistance. Seamlessly integrates with the Galaxy ecosystem for notifications, calls, and fitness coaching.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0013,Brasilia 9.5 Training Duffel Bag,Nike,Sports,267.86,Nike's durable everyday gym bag built for training with a spacious main compartment for kit and gear. Separate ventilated shoe compartment keeps footwear away from clean clothes. Adjustable padded shoulder strap and side water bottle pocket — available in bold Nike colourways.,https://images.unsplash.com/photo-1448582649076-3981753123b5?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0014,Revitalift Hyaluronic Acid Face Serum,L'Oreal,Beauty,41.54,"L'Oréal Paris' dermatologist-tested anti-ageing face serum with 1.5% pure Hyaluronic Acid. Intensely hydrates skin, visibly reduces wrinkles, and plumps the skin surface within 7 days. Suitable for all skin types — apply morning and evening on clean skin before moisturiser.",https://images.unsplash.com/photo-1713768704571-6aeb0d0e5105?q=80&w=692&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0015,Adicolor Classics T-Shirt,Adidas,Fashion,17.13,"A relaxed-fit cotton T-shirt with the iconic Adidas Originals Trefoil logo at the chest. Made from soft single-jersey cotton in a comfortable, slightly oversized everyday silhouette. A retro wardrobe essential that blends classic Adidas heritage with modern casual style.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=1160&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0016,Adicolor Classics T-Shirt,Adidas,Fashion,292.64,"A relaxed-fit cotton T-shirt with the iconic Adidas Originals Trefoil logo at the chest. Made from soft single-jersey cotton in a comfortable, slightly oversized everyday silhouette. A retro wardrobe essential that blends classic Adidas heritage with modern casual style.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=1160&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0017,Galaxy Watch 5 Smartwatch,Samsung,Electronics,56.87,"Samsung's advanced smartwatch with comprehensive health tracking including body composition and sleep analysis. Sapphire crystal glass display with heart rate, blood oxygen, and ECG monitoring, plus 5ATM water resistance. Seamlessly integrates with the Galaxy ecosystem for notifications, calls, and fitness coaching.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0018,UltraSharp U2723QE 4K Monitor,Dell,Electronics,1356.2,"Dell's professional 27-inch 4K IPS Black monitor with factory-calibrated colour accuracy (Delta E < 2). USB-C 90W charging, daisy-chain support, and a wide colour gamut for designers and video editors. The go-to monitor for creative professionals who need precise, consistent colour every day.",https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0019,MacBook Pro 14 Laptop,Apple,Electronics,164.04,"Apple's compact pro laptop built for demanding creative work. Driven by the M2 Pro chip with a 14-inch Liquid Retina XDR ProMotion 120Hz display and up to 22 hours battery. Ideal for video editors, developers, and designers who need serious power on the go.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=1171&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0020,Orbita La Liga Official Match Football,Puma,Sports,44.52,"The official match ball of La Liga, engineered by Puma for top-level performance. 4-layer hybrid technology delivers precise, consistent flight and reliable bounce in all weather. A premium football for serious players who want the same ball used in professional Spanish football.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0021,iPad Air Tablet,Apple,Electronics,33.16,"Apple's powerful yet portable tablet, driven by the M1 chip with a 10.9-inch Liquid Retina display. Supports Apple Pencil (2nd gen) and Magic Keyboard for sketching, note-taking, and light creative work. Great for students, artists, and anyone who wants a laptop alternative in a slim, light form.",https://images.unsplash.com/photo-1561154464-82e9adf32764?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0022,Solid Sheesham Wood Bed Frame,Pepperfry,Home,88.2,Pepperfry's beautifully crafted bed frame made from premium Indian Sheesham (rosewood). Natural teak finish highlights the wood grain; solid mortise-and-tenon joinery for lasting durability. Available in queen and king sizes with a slatted base — no box spring required.,https://plus.unsplash.com/premium_photo-1661698951100-064e4ae229fd?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0023,MALM Bed Frame,IKEA,Home,211.38,"IKEA's clean-lined, minimalist bed frame that suits any bedroom style. Includes a slatted bed base for mattress ventilation and support — no box spring needed. Available in single, double, and king sizes with optional under-bed storage drawers.",https://plus.unsplash.com/premium_photo-1661698951100-064e4ae229fd?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0024,High Impact Volumising Mascara,Clinique,Beauty,56.06,"Clinique's buildable, clump-free mascara for dramatic volume and precise lash definition. Unique brush separates and coats every lash evenly from root to tip for bold, clean results. Ophthalmologist tested, allergy tested, fragrance free, and safe for contact lens wearers.",https://images.unsplash.com/photo-1631214540553-ff044a3ff1d4?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0025,Prep + Prime Fix+ Setting Spray,MAC,Beauty,27.58,"M·A·C's cult-favourite finishing spray that locks makeup in place and boosts skin radiance. Refreshes and sets makeup for long-lasting wear — also works as a primer before foundation. A backstage staple for makeup artists; gives skin a dewy, fresh finish all day long.",https://images.unsplash.com/photo-1701977501667-20c0e38f5a9d?q=80&w=764&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0026,Kipsta F500 Training Football,Decathlon,Sports,271.22,"Decathlon's durable, value-for-money football for regular outdoor training and recreational matches. Machine-stitched polyurethane cover with a latex bladder for good touch and consistent bounce. Suitable for grass, astroturf, and hard ground — great for schools, clubs, and casual kick-abouts.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0027,XPS 13 Plus Laptop,Dell,Electronics,43.16,"Dell's most premium compact laptop with a next-generation redesign for professionals. Features an OLED touch display, Intel 12th Gen Core processor, Zero Lattice keyboard, and capacitive function row. Ultra-thin, powerful, and beautifully built — perfect for professionals who want the best Windows laptop.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=1171&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0028,Sky High Lengthening Mascara,Maybelline,Beauty,51.63,"Maybelline's best-selling lengthening mascara with a flexible brush for sky-high, lifted lashes. Feathery, buildable formula that reaches every lash without clumping for a natural dramatic look. Lightweight and comfortable to wear all day — available in washable and waterproof versions.",https://images.unsplash.com/photo-1631214540553-ff044a3ff1d4?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0029,Sky High Lengthening Mascara,Maybelline,Beauty,42.21,"Maybelline's best-selling lengthening mascara with a flexible brush for sky-high, lifted lashes. Feathery, buildable formula that reaches every lash without clumping for a natural dramatic look. Lightweight and comfortable to wear all day — available in washable and waterproof versions.",https://images.unsplash.com/photo-1631214540553-ff044a3ff1d4?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0030,Ergo Pro Ergonomic Office Chair,Pepperfry,Home,47.88,"Pepperfry's full ergonomic office chair designed to reduce back strain during long work sessions. Adjustable mesh back, lumbar support, 3D armrests, seat height adjustment, and reclining tilt. Heavy-duty base with smooth-rolling castors — built for professionals who sit for hours every day.",https://images.unsplash.com/photo-1658856039235-7745824f88db?q=80&w=764&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0031,Sky High Lengthening Mascara,Maybelline,Beauty,38.41,"Maybelline's best-selling lengthening mascara with a flexible brush for sky-high, lifted lashes. Feathery, buildable formula that reaches every lash without clumping for a natural dramatic look. Lightweight and comfortable to wear all day — available in washable and waterproof versions.",https://images.unsplash.com/photo-1631214540553-ff044a3ff1d4?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0032,Ultraboost Light Running Shoes,Adidas,Fashion,58.54,Adidas' lightest Ultraboost running shoes ever — 30% lighter than standard BOOST. The new Light BOOST midsole delivers exceptional energy return while the Primeknit+ upper wraps your foot. Ideal for long-distance runners and streetwear fans who want serious cushioning in a lightweight shoe.,https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0033,Galaxy Buds2 Pro Wireless Earbuds,Samsung,Electronics,179.15,"Samsung's compact premium earbuds with intelligent Active Noise Cancellation and Hi-Fi 24-bit audio. Features 360° Spatial Audio, IPX7 water resistance, and seamless switching between Galaxy devices. Up to 8 hours listening time per charge — great for music lovers and on-the-go professionals.",https://images.unsplash.com/photo-1572569511254-d8f925fe2cbb?q=80&w=989&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0034,MX Keys S Wireless Keyboard,Logitech,Electronics,182.66,"Logitech's advanced wireless keyboard with perfectly shaped spherical keys for precise, comfortable typing. Smart backlight that adjusts to lighting, multi-device switching, and USB-C charging with 10-day battery. Ideal for professionals and writers who want a quiet, premium typing experience across multiple devices.",https://images.unsplash.com/photo-1587829741301-dc798b83add3?q=80&w=1165&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0035,Modular Sliding Door Wardrobe,Pepperfry,Home,112.73,"Pepperfry's space-saving wardrobe with smooth-glide sliding doors for tight bedroom spaces. Customisable internal layout with hanging rails, adjustable shelves, and optional drawers. Engineered wood with a scratch and moisture-resistant laminate finish — durable and easy to clean.",https://images.unsplash.com/photo-1672137233327-37b0c1049e77?q=80&w=1074&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0036,Tiro 23 League Training Pants,Adidas,Fashion,236.63,"Adidas' slim athletic training trousers built for performance on and off the pitch. AEROREADY moisture-absorbing fabric with a tapered leg, zip fly, side pockets, and zip hems. Worn by professional footballers in training — sharp enough to wear casually too.","https://assets.myntassets.com/dpr_1.5,q_30,w_400,c_limit,fl_progressive/assets/images/33612577/2025/5/26/4f09c26b-400b-4967-9676-0575e09d84711748258143573-CULT-Men-Active-Day-Out-Trackpants-9341748258143009-1.jpg"
P0037,KALLAX Modular Shelving Unit,IKEA,Home,219.3,"IKEA's ultimate modular storage system that works as a bookcase, room divider, TV unit, or display shelf. Compatible with a wide range of IKEA inserts, doors, and baskets for fully customised storage. Clean cube design in multiple sizes — one of IKEA's most popular and versatile pieces.",https://plus.unsplash.com/premium_photo-1682685340911-ff8a51833f6d?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0038,XPS 13 Plus Laptop,Dell,Electronics,198.71,"Dell's most premium compact laptop with a next-generation redesign for professionals. Features an OLED touch display, Intel 12th Gen Core processor, Zero Lattice keyboard, and capacitive function row. Ultra-thin, powerful, and beautifully built — perfect for professionals who want the best Windows laptop.",https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=1171&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0039,Kelly Mid-Century Upholstered Sofa,Wayfair,Home,171.65,"A classic mid-century modern sofa with clean lines, a low profile, and tapered wooden legs. Linen-blend upholstery with a firm foam cushion — supportive, stylish, and built to last. A great choice for smaller living rooms or apartments where style and scale both matter.",https://plus.unsplash.com/premium_photo-1661765778256-169bf5e561a6?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0040,Helios 3-Seater Plush Sofa,HomeCentre,Home,195.5,"HomeCentre's generously sized 3-seater sofa with plush, high-resilience foam cushioning. Tufted back detail in velvet or fabric upholstery with solid wood frame and turned wooden feet. A statement piece for any living room — comfortable for long evenings and family gatherings.",https://plus.unsplash.com/premium_photo-1661765778256-169bf5e561a6?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0041,UCL Champions League Football,Adidas,Sports,181.26,"The official match ball of the UEFA Champions League, built for consistent flight and touch. Thermally bonded panels with a butyl bladder for excellent air retention and shape consistency. A premium training and recreational football that brings Champions League quality to your game.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0042,Adicolor Classics T-Shirt,Adidas,Fashion,204.29,"A relaxed-fit cotton T-shirt with the iconic Adidas Originals Trefoil logo at the chest. Made from soft single-jersey cotton in a comfortable, slightly oversized everyday silhouette. A retro wardrobe essential that blends classic Adidas heritage with modern casual style.",https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?q=80&w=1160&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0043,Ruby Woo Retro Matte Lipstick,MAC,Beauty,26.5,"M·A·C's most iconic lipstick — a vivid blue-red shade with a full-coverage retro matte finish. One of the world's best-selling lipsticks, universally flattering on all skin tones. Long-wearing formula that delivers intense colour payoff and stays in place all day.",https://plus.unsplash.com/premium_photo-1677526496932-1b4bddeee554?q=80&w=784&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0044,WH-1000XM5 Noise-Cancelling Headphones,Sony,Electronics,1861.83,"Sony's flagship over-ear headphones with industry-leading noise cancellation powered by 8 microphones. 30-hour battery, multipoint Bluetooth connection, and ultra-soft ear cushions for all-day comfort. The go-to headphones for frequent travellers, remote workers, and audiophiles who demand the best.",https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0045,UCL Champions League Football,Adidas,Sports,212.0,"The official match ball of the UEFA Champions League, built for consistent flight and touch. Thermally bonded panels with a butyl bladder for excellent air retention and shape consistency. A premium training and recreational football that brings Champions League quality to your game.",https://images.unsplash.com/photo-1486286701208-1d58e9338013?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0046,Tech Fleece Joggers,Nike,Fashion,139.39,"Nike's premium tapered joggers made from double-layer Tech Fleece that traps warmth without bulk. Modern athletic fit with zip side pockets, ribbed ankle cuffs, and an elastic drawstring waistband. Perfect for cold-weather training, post-gym recovery, or a clean athleisure look.",https://images.unsplash.com/photo-1552902875-9ac1f9fe0c07?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0047,Apple Watch Series 8 Smartwatch,Apple,Electronics,33.87,"Apple's comprehensive health and fitness smartwatch with crash detection and temperature sensing. Tracks ECG, blood oxygen, sleep, and workouts with an always-on Retina display and 18-hour battery. Water resistant to 50m — great for swimmers, runners, and anyone who wants health insights on their wrist.",https://images.unsplash.com/photo-1579586337278-3befd40fd17a?q=80&w=1172&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0048,Modern Minimalist Coffee Table,Wayfair,Home,57.94,"A sleek, low-profile coffee table with a tempered glass or wood top and slender metal legs. Open, airy design keeps small rooms feeling spacious; easy to assemble with a clean modern look. Available in multiple finishes — pairs well with both contemporary and Scandinavian interiors.",https://images.unsplash.com/photo-1542372147193-a7aca54189cd?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0049,Stan Smith Sneakers,Adidas,Fashion,73.95,"The legendary clean-cut tennis shoe turned global streetwear icon, first released in the 1960s. Smooth leather upper with the iconic perforated 3-Stripes and green Stan Smith heel tab. A minimal, versatile shoe that pairs with virtually any outfit and gets better with every wear.",https://images.unsplash.com/photo-1600269452121-4f2416e55c28?q=80&w=765&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0050,Swoosh Sports Headband,Nike,Sports,235.18,"Nike's stretch fabric sports headband that keeps sweat and hair out of your face during workouts. Moisture-wicking material stays in place during running, gym sessions, and high-intensity training. Lightweight and comfortable — the simple essential accessory every athlete needs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7TeWszlkvQKUcxCJoJOmQ5r3tonyyZ2C7A&s
P0051,501 Original Fit Jeans,Levi's,Fashion,295.31,"The original straight-leg jeans that started it all in 1873 — still the world's most iconic denim. Non-stretch denim with a classic button fly, 5-pocket design, and a regular waist and seat. Stiff when new and perfectly moulded to your body over time — a jean that lasts for years.",https://images.unsplash.com/photo-1555689502-c4b22d76c56f?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0052,Swoosh Sports Headband,Nike,Sports,249.17,"Nike's stretch fabric sports headband that keeps sweat and hair out of your face during workouts. Moisture-wicking material stays in place during running, gym sessions, and high-intensity training. Lightweight and comfortable — the simple essential accessory every athlete needs.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP7TeWszlkvQKUcxCJoJOmQ5r3tonyyZ2C7A&s
P0053,9to5 Weightless Mousse Foundation,Lakme,Beauty,27.75,"Lakmé's ultra-light mousse foundation with SPF 8, formulated for Indian skin tones. Natural finish that covers uneven skin tone and lasts through a full 9-to-5 workday without feeling heavy. Blends effortlessly with fingers or a brush — available in shades matched to Indian complexions.",https://media.istockphoto.com/id/2201525331/photo/liquid-foundation-in-the-bottle-isolated-on-a-white.jpg?s=612x612&w=is&k=20&c=8MNs0W0urDSRa_DAGQaiyxer-AcQ7asEYfyfZOE3en4=
P0054,POÄNG Bentwood Armchair,IKEA,Home,76.94,"IKEA's beloved bentwood armchair with a gently curved birch frame that gives a relaxing spring feel. Comfortable cushioned seat in a choice of fabric and leather covers for any interior style. Ergonomic, lightweight, and built to last — one of IKEA's most popular chairs since 1976.",https://images.unsplash.com/photo-1611967164521-abae8fba4668?q=80&w=735&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
P0055,SuperStay Ink Crayon Lipstick,Maybelline,Beauty,40.17,"Maybelline's smudge-proof satin lipstick with bold, comfortable colour that lasts up to 8 hours. Built-in sharpener for precise application; creamy texture glides on without drying lips out. No feathering, no fading — long-lasting colour that moves with your lips all day.",https://plus.unsplash.com/premium_photo-1677526496932-1b4bddeee554?q=80&w=784&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
