user_id,product_id,rating,timestamp
U0002,P0320,5,2024-09-08 00:00:00
U0002,P0017,4,2024-12-23 00:00:00
U0002,P0236,4,2025-12-07 00:00:00
U0002,P0482,4,2025-12-19 00:00:00
U0002,P0174,3,2024-04-10 00:00:00
U0002,P0260,3,2025-07-27 00:00:00
U0002,P0198,4,2024-12-05 00:00:00
U0002,P0165,4,2025-06-16 00:00:00
U0002,P0458,4,2024-01-09 00:00:00
U0002,P0347,5,2024-09-27 00:00:00
U0002,P0294,3,2025-04-11 00:00:00
U0002,P0268,3,2025-07-30 00:00:00
U0002,P0494,1,2025-07-04 00:00:00
U0002,P0251,3,2024-08-23 00:00:00
U0002,P0427,3,2024-09-04 00:00:00
U0003,P0326,3,2024-09-27 00:00:00
U0003,P0340,5,2024-12-02 00:00:00
U0003,P0118,1,2025-01-03 00:00:00
U0003,P0456,5,2024-08-23 00:00:00
U0003,P0469,4,2025-06-15 00:00:00
U0003,P0324,5,2024-11-17 00:00:00
U0003,P0007,2,2025-02-27 00:00:00
U0003,P0417,3,2024-12-02 00:00:00
U0003,P0462,5,2024-09-28 00:00:00
U0003,P0280,5,2024-02-26 00:00:00
U0003,P0010,5,2025-10-24 00:00:00
U0003,P0169,4,2025-07-18 00:00:00
U0003,P0333,5,2025-10-12 00:00:00
U0003,P0261,3,2025-12-20 00:00:00
U0003,P0075,2,2024-08-22 00:00:00
U0003,P0346,4,2024-09-09 00:00:00
U0003,P0339,2,2024-09-29 00:00:00
U0003,P0377,3,2024-09-24 00:00:00
U0003,P0270,1,2024-03-28 00:00:00
U0003,P0147,5,2025-03-01 00:00:00
U0003,P0086,1,2024-09-01 00:00:00
U0003,P0043,3,2024-10-05 00:00:00
U0003,P0289,4,2025-01-06 00:00:00
U0003,P0477,4,2024-08-19 00:00:00
U0003,P0102,4,2024-03-04 00:00:00
U0003,P0348,3,2024-10-27 00:00:00
U0004,P0283,4,2024-01-25 00:00:00
U0004,P0467,5,2025-11-13 00:00:00
U0004,P0274,4,2025-06-02 00:00:00
U0004,P0155,3,2025-03-13 00:00:00
U0004,P0230,5,2024-03-02 00:00:00
U0004,P0109,2,2025-12-15 00:00:00
U0004,P0178,5,2024-06-13 00:00:00
U0004,P0057,4,2024-04-15 00:00:00
U0004,P0319,5,2025-10-22 00:00:00
U0004,P0383,5,2025-11-05 00:00:00
U0004,P0097,2,2024-04-04 00:00:00
U0004,P0190,5,2025-04-08 00:00:00
U0004,P0092,4,2025-09-04 00:00:00
U0004,P0081,5,2025-09-05 00:00:00
U0004,P0235,4,2024-03-21 00:00:00
U0004,P0157,4,2024-04-06 00:00:00
U0004,P0017,4,2025-08-08 00:00:00
U0004,P0183,5,2024-01-06 00:00:00
U0004,P0391,4,2024-03-10 00:00:00
U0004,P0245,2,2025-01-15 00:00:00
U0004,P0402,2,2025-10-08 00:00:00
U0004,P0116,3,2024-08-22 00:00:00
U0004,P0492,3,2024-12-14 00:00:00
U0004,P0186,4,2024-11-27 00:00:00
U0004,P0237,5,2025-06-21 00:00:00
U0004,P0367,4,2025-11-29 00:00:00
U0004,P0127,4,2024-07-11 00:00:00
U0004,P0302,2,2024-05-02 00:00:00
U0004,P0228,4,2024-07-15 00:00:00
U0004,P0062,4,2024-03-09 00:00:00
U0004,P0490,2,2025-06-16 00:00:00
U0004,P0294,3,2024-12-16 00:00:00
U0004,P0272,5,2024-01-29 00:00:00
U0005,P0318,4,2024-02-15 00:00:00
U0005,P0483,4,2025-12-09 00:00:00
U0005,P0305,4,2025-01-08 00:00:00
U0005,P0005,4,2025-06-15 00:00:00
U0005,P0233,4,2025-04-02 00:00:00
U0005,P0265,4,2025-10-09 00:00:00
U0005,P0106,1,2024-02-20 00:00:00
U0005,P0356,3,2025-08-16 00:00:00
U0005,P0028,5,2024-04-17 00:00:00
U0005,P0178,4,2024-08-24 00:00:00
U0005,P0351,5,2025-12-23 00:00:00
U0005,P0493,3,2025-05-04 00:00:00
U0005,P0243,5,2024-01-24 00:00:00
U0005,P0308,3,2025-02-18 00:00:00
U0005,P0031,4,2024-12-26 00:00:00
U0005,P0343,4,2025-12-26 00:00:00
U0005,P0171,3,2025-01-02 00:00:00
U0006,P0364,2,2024-05-23 00:00:00
U0006,P0496,4,2025-11-11 00:00:00
U0006,P0099,3,2024-02-03 00:00:00
U0006,P0310,4,2024-04-11 00:00:00
U0006,P0487,5,2025-12-18 00:00:00
U0006,P0263,5,2025-12-05 00:00:00
U0006,P0268,3,2025-06-15 00:00:00
U0006,P0304,1,2024-07-13 00:00:00
U0006,P0308,4,2025-06-10 00:00:00
U0006,P0393,2,2025-10-12 00:00:00
U0006,P0445,4,2024-04-14 00:00:00
U0006,P0114,5,2025-07-05 00:00:00
U0006,P0348,3,2024-10-16 00:00:00
U0006,P0254,4,2025-11-15 00:00:00
U0006,P0101,4,2024-01-16 00:00:00
U0006,P0053,4,2024-09-24 00:00:00
U0006,P0200,3,2025-03-08 00:00:00
U0006,P0186,4,2024-08-30 00:00:00
U0006,P0439,4,2024-10-18 00:00:00
U0006,P0411,4,2024-02-17 00:00:00
U0006,P0485,5,2025-08-09 00:00:00
U0006,P0435,5,2025-04-19 00:00:00
U0006,P0139,4,2025-03-08 00:00:00
U0006,P0078,1,2024-11-02 00:00:00
U0006,P0267,4,2024-03-09 00:00:00
U0006,P0258,3,2024-12-16 00:00:00
U0006,P0164,5,2024-08-22 00:00:00
U0006,P0066,5,2024-02-14 00:00:00
U0006,P0032,4,2024-02-08 00:00:00
U0006,P0255,5,2025-06-27 00:00:00
U0006,P0152,4,2025-09-21 00:00:00
U0006,P0478,4,2024-05-17 00:00:00
U0006,P0399,5,2024-09-01 00:00:00
U0006,P0119,4,2024-07-26 00:00:00
U0007,P0374,4,2025-10-31 00:00:00
U0007,P0089,4,2025-12-28 00:00:00
U0007,P0067,3,2025-10-12 00:00:00
U0007,P0438,4,2024-02-09 00:00:00
U0007,P0353,5,2025-11-04 00:00:00
U0007,P0017,4,2025-11-13 00:00:00
U0007,P0199,5,2025-10-09 00:00:00
U0007,P0181,5,2025-12-26 00:00:00
U0007,P0395,5,2025-11-01 00:00:00
U0007,P0286,5,2024-09-08 00:00:00
U0007,P0367,2,2024-11-27 00:00:00
U0007,P0156,4,2024-09-06 00:00:00
U0007,P0115,3,2025-06-27 00:00:00
U0007,P0359,3,2025-02-27 00:00:00
U0007,P0284,4,2024-05-27 00:00:00
U0007,P0453,3,2024-02-26 00:00:00
U0007,P0345,2,2024-09-13 00:00:00
U0007,P0317,4,2024-02-13 00:00:00
U0007,P0227,4,2024-12-25 00:00:00
U0007,P0216,1,2025-05-12 00:00:00
U0007,P0206,4,2024-04-04 00:00:00
U0007,P0396,3,2024-02-20 00:00:00
U0007,P0361,4,2024-03-14 00:00:00
U0007,P0490,5,2024-11-05 00:00:00
U0007,P0230,4,2025-08-24 00:00:00
U0007,P0463,4,2024-07-04 00:00:00
U0007,P0085,4,2025-07-08 00:00:00
U0007,P0294,5,2024-09-23 00:00:00
U0007,P0068,3,2025-08-21 00:00:00
U0007,P0186,4,2025-04-17 00:00:00
U0007,P0390,4,2025-02-15 00:00:00
U0007,P0482,4,2025-02-22 00:00:00
U0007,P0165,3,2025-06-10 00:00:00
U0007,P0268,1,2024-08-03 00:00:00
U0007,P0042,5,2025-12-25 00:00:00
U0007,P0447,2,2025-09-08 00:00:00
U0007,P0194,5,2025-03-09 00:00:00
U0008,P0239,5,2025-05-26 00:00:00
U0008,P0338,2,2025-05-17 00:00:00
U0008,P0014,3,2024-05-17 00:00:00
U0008,P0241,5,2024-11-11 00:00:00
U0008,P0031,5,2025-08-08 00:00:00
U0008,P0082,5,2024-12-07 00:00:00
U0008,P0069,3,2024-08-14 00:00:00
U0008,P0012,4,2024-11-18 00:00:00
U0008,P0399,5,2024-04-22 00:00:00
U0008,P0098,5,2025-08-28 00:00:00
U0008,P0204,5,2024-01-07 00:00:00
U0008,P0055,4,2024-09-12 00:00:00
U0008,P0149,4,2025-05-11 00:00:00
U0008,P0363,3,2025-08-30 00:00:00
U0008,P0499,4,2024-04-13 00:00:00
U0008,P0104,5,2025-02-03 00:00:00
U0008,P0164,3,2024-06-01 00:00:00
U0008,P0340,3,2025-08-09 00:00:00
U0008,P0121,1,2024-01-01 00:00:00
U0008,P0289,4,2025-09-18 00:00:00
U0008,P0327,4,2025-04-09 00:00:00
U0008,P0473,4,2024-12-22 00:00:00
U0008,P0079,4,2024-12-03 00:00:00
U0008,P0339,3,2025-07-21 00:00:00
U0008,P0078,2,2024-02-07 00:00:00
U0008,P0026,5,2024-05-03 00:00:00
U0008,P0217,5,2024-12-22 00:00:00
U0008,P0357,3,2025-11-29 00:00:00
U0008,P0024,4,2025-12-28 00:00:00
U0008,P0119,3,2025-04-16 00:00:00
U0008,P0400,2,2025-10-12 00:00:00
U0008,P0396,4,2025-03-21 00:00:00
U0008,P0495,4,2024-07-29 00:00:00
U0008,P0333,5,2025-12-21 00:00:00
U0008,P0256,1,2024-02-27 00:00:00
U0008,P0025,2,2024-09-18 00:00:00
U0008,P0005,1,2025-03-11 00:00:00
U0008,P0355,4,2024-12-07 00:00:00
U0009,P0333,2,2025-03-13 00:00:00
U0009,P0357,5,2024-10-23 00:00:00
U0009,P0263,5,2025-11-13 00:00:00
U0009,P0313,3,2025-11-07 00:00:00
U0009,P0118,5,2024-10-16 00:00:00
U0009,P0188,4,2024-12-11 00:00:00
U0009,P0353,5,2024-06-14 00:00:00
U0009,P0339,5,2024-10-08 00:00:00
U0009,P0417,3,2025-08-26 00:00:00
U0009,P0437,4,2025-12-15 00:00:00
U0009,P0120,4,2025-08-30 00:00:00
U0009,P0162,4,2024-01-10 00:00:00
U0009,P0459,5,2024-08-07 00:00:00
U0009,P0377,4,2024-02-29 00:00:00
U0009,P0031,4,2025-11-25 00:00:00
U0009,P0364,5,2024-04-19 00:00:00
U0009,P0062,2,2025-11-02 00:00:00
U0009,P0044,4,2024-03-07 00:00:00
U0009,P0324,1,2025-08-26 00:00:00
U0009,P0492,2,2024-10-05 00:00:00
U0009,P0098,4,2024-08-25 00:00:00
U0009,P0058,4,2024-10-05 00:00:00
U0009,P0063,3,2025-02-10 00:00:00
U0009,P0304,4,2024-01-25 00:00:00
U0009,P0356,2,2025-09-23 00:00:00
U0009,P0252,4,2024-10-18 00:00:00
U0009,P0043,4,2024-02-05 00:00:00
U0009,P0297,4,2025-02-26 00:00:00
U0009,P0419,4,2024-01-05 00:00:00
U0009,P0121,5,2024-03-17 00:00:00
U0009,P0011,5,2025-10-03 00:00:00
U0009,P0449,5,2024-05-16 00:00:00
U0009,P0122,5,2024-10-15 00:00:00
U0009,P0472,2,2025-08-01 00:00:00
U0009,P0289,4,2025-10-29 00:00:00
U0009,P0102,3,2025-11-10 00:00:00
U0009,P0363,5,2024-06-13 00:00:00
U0009,P0204,5,2025-12-08 00:00:00
U0010,P0266,4,2024-02-28 00:00:00
U0010,P0150,5,2025-05-19 00:00:00
U0010,P0385,5,2025-04-21 00:00:00
U0010,P0008,5,2025-03-28 00:00:00
U0010,P0196,5,2025-06-15 00:00:00
U0010,P0471,3,2024-09-18 00:00:00
U0010,P0353,5,2025-07-27 00:00:00
U0010,P0304,4,2024-03-15 00:00:00
U0010,P0258,2,2025-09-30 00:00:00
U0010,P0185,5,2024-12-06 00:00:00
U0010,P0135,3,2024-06-19 00:00:00
U0010,P0487,5,2024-06-09 00:00:00
U0010,P0464,5,2025-04-25 00:00:00
U0010,P0403,5,2025-07-23 00:00:00
U0010,P0146,3,2024-06-11 00:00:00
U0010,P0134,4,2024-10-21 00:00:00
U0010,P0259,4,2024-04-11 00:00:00
U0010,P0140,3,2024-09-18 00:00:00
U0011,P0485,5,2025-06-26 00:00:00
U0011,P0276,3,2025-04-30 00:00:00
U0011,P0238,5,2024-08-16 00:00:00
U0011,P0319,4,2024-08-13 00:00:00
U0011,P0093,1,2024-12-22 00:00:00
U0011,P0239,4,2025-09-19 00:00:00
U0011,P0142,2,2024-09-25 00:00:00
U0011,P0167,5,2024-06-21 00:00:00
U0011,P0335,4,2024-02-01 00:00:00
U0011,P0122,5,2025-05-16 00:00:00
U0011,P0033,5,2025-07-22 00:00:00
U0011,P0096,5,2025-08-10 00:00:00
U0011,P0298,5,2025-04-02 00:00:00
U0011,P0084,4,2025-08-07 00:00:00
U0011,P0066,5,2024-11-24 00:00:00
U0011,P0039,3,2024-03-26 00:00:00
U0012,P0103,4,2024-07-04 00:00:00
U0012,P0312,4,2024-12-05 00:00:00
U0012,P0235,4,2024-05-11 00:00:00
U0012,P0098,5,2025-04-12 00:00:00
U0012,P0322,2,2025-08-26 00:00:00
U0012,P0069,5,2025-05-16 00:00:00
U0012,P0277,4,2025-09-26 00:00:00
U0012,P0465,5,2025-01-19 00:00:00
U0012,P0033,2,2024-03-07 00:00:00
U0012,P0315,5,2025-09-01 00:00:00
U0012,P0227,4,2025-05-05 00:00:00
U0012,P0236,4,2025-09-10 00:00:00
U0012,P0076,3,2025-01-26 00:00:00
U0012,P0374,4,2025-08-01 00:00:00
U0012,P0432,4,2025-02-02 00:00:00
U0013,P0206,4,2025-10-09 00:00:00
U0013,P0165,4,2025-10-25 00:00:00
U0013,P0006,5,2025-05-01 00:00:00
U0013,P0010,4,2024-01-17 00:00:00
U0013,P0116,4,2025-01-13 00:00:00
U0013,P0456,2,2025-01-21 00:00:00
U0013,P0001,4,2025-06-26 00:00:00
U0013,P0245,5,2025-03-29 00:00:00
U0013,P0446,5,2024-06-27 00:00:00
U0013,P0096,4,2024-12-28 00:00:00
U0013,P0277,5,2025-08-11 00:00:00
U0013,P0317,5,2025-01-31 00:00:00
U0013,P0280,3,2024-08-02 00:00:00
U0013,P0114,3,2024-05-31 00:00:00
U0013,P0115,5,2025-12-01 00:00:00
U0013,P0367,5,2025-12-06 00:00:00
U0013,P0419,4,2024-11-16 00:00:00
U0013,P0385,4,2024-05-02 00:00:00
U0013,P0008,3,2024-03-29 00:00:00
U0013,P0103,3,2025-10-20 00:00:00
U0013,P0361,4,2024-04-03 00:00:00
U0013,P0073,2,2025-09-12 00:00:00
U0013,P0044,4,2024-07-25 00:00:00
U0013,P0482,4,2024-05-24 00:00:00
U0013,P0033,5,2025-03-01 00:00:00
U0013,P0066,4,2025-01-03 00:00:00
U0013,P0345,5,2025-06-30 00:00:00
U0013,P0058,2,2024-03-28 00:00:00
U0013,P0091,4,2025-07-22 00:00:00
U0013,P0194,5,2025-07-21 00:00:00
U0013,P0111,4,2024-11-24 00:00:00
U0013,P0249,1,2025-06-29 00:00:00
U0014,P0149,5,2024-06-08 00:00:00
U0014,P0084,4,2024-11-30 00:00:00
U0014,P0129,3,2025-01-07 00:00:00
U0014,P0274,5,2024-05-10 00:00:00
U0014,P0065,5,2024-07-30 00:00:00
U0014,P0023,5,2025-10-21 00:00:00
U0014,P0034,1,2024-09-15 00:00:00
U0014,P0175,5,2024-05-29 00:00:00
U0014,P0144,5,2024-05-26 00:00:00
U0014,P0003,5,2025-10-24 00:00:00
U0014,P0428,5,2024-04-25 00:00:00
U0014,P0152,5,2025-08-24 00:00:00
U0014,P0467,4,2024-10-04 00:00:00
U0014,P0383,5,2024-03-12 00:00:00
U0014,P0024,3,2025-01-05 00:00:00
U0014,P0005,5,2025-01-04 00:00:00
U0014,P0161,5,2024-03-24 00:00:00
U0014,P0077,5,2025-07-06 00:00:00
U0014,P0188,4,2025-05-25 00:00:00
U0014,P0116,5,2024-04-07 00:00:00
U0014,P0151,3,2025-06-10 00:00:00
U0014,P0270,3,2025-11-14 00:00:00
U0014,P0494,4,2024-07-01 00:00:00
U0014,P0239,5,2024-04-17 00:00:00
U0014,P0331,3,2024-08-25 00:00:00
U0014,P0321,5,2025-07-02 00:00:00
U0014,P0261,5,2025-08-28 00:00:00
U0014,P0349,5,2024-11-25 00:00:00
U0014,P0327,4,2025-05-13 00:00:00
U0014,P0444,4,2025-11-21 00:00:00
U0014,P0257,5,2025-06-04 00:00:00
U0014,P0328,4,2024-09-03 00:00:00
U0015,P0055,5,2024-04-15 00:00:00
U0015,P0442,3,2024-11-13 00:00:00
U0015,P0082,3,2025-06-14 00:00:00
U0015,P0336,3,2025-01-29 00:00:00
U0015,P0078,3,2024-12-07 00:00:00
U0015,P0261,2,2024-05-23 00:00:00
U0015,P0029,4,2025-05-15 00:00:00
U0015,P0060,4,2024-04-01 00:00:00
U0015,P0093,4,2024-07-09 00:00:00
U0015,P0221,4,2024-05-30 00:00:00
U0015,P0271,5,2025-12-05 00:00:00
U0015,P0376,5,2024-04-11 00:00:00
U0015,P0019,3,2024-12-27 00:00:00
U0015,P0493,3,2024-07-15 00:00:00
U0015,P0409,5,2025-10-28 00:00:00
U0015,P0405,5,2024-11-22 00:00:00
U0015,P0310,4,2025-04-03 00:00:00
U0015,P0339,3,2025-10-07 00:00:00
U0015,P0318,3,2024-03-07 00:00:00
U0015,P0202,4,2024-10-14 00:00:00
U0015,P0086,5,2025-12-28 00:00:00
U0015,P0363,5,2025-03-25 00:00:00
U0015,P0111,3,2025-01-15 00:00:00
U0015,P0064,4,2025-03-29 00:00:00
U0015,P0338,5,2025-07-26 00:00:00
U0015,P0477,3,2025-02-08 00:00:00
U0016,P0237,5,2025-03-23 00:00:00
U0016,P0220,4,2025-02-06 00:00:00
U0016,P0188,5,2025-05-01 00:00:00
U0016,P0300,4,2025-10-08 00:00:00
U0016,P0004,4,2025-08-06 00:00:00
U0016,P0100,3,2024-07-06 00:00:00
U0016,P0093,1,2024-04-01 00:00:00
U0016,P0338,5,2025-04-27 00:00:00
U0016,P0068,5,2025-02-07 00:00:00
U0016,P0368,4,2025-08-20 00:00:00
U0016,P0011,2,2025-02-09 00:00:00
U0016,P0261,5,2024-07-25 00:00:00
U0016,P0345,3,2025-05-23 00:00:00
U0016,P0359,5,2025-05-01 00:00:00
U0016,P0406,2,2025-08-16 00:00:00
U0016,P0462,2,2024-04-22 00:00:00
U0016,P0422,5,2024-04-05 00:00:00
U0016,P0407,4,2024-07-22 00:00:00
U0016,P0143,3,2024-05-10 00:00:00
U0016,P0010,4,2024-12-10 00:00:00
U0016,P0171,4,2024-08-01 00:00:00
U0016,P0301,5,2024-04-25 00:00:00
U0017,P0285,4,2025-04-02 00:00:00
U0017,P0408,5,2025-05-27 00:00:00
U0017,P0314,5,2025-10-25 00:00:00
U0017,P0211,5,2024-01-18 00:00:00
U0017,P0365,3,2025-05-13 00:00:00
U0017,P0407,3,2024-12-05 00:00:00
U0017,P0178,3,2025-08-20 00:00:00
U0017,P0490,4,2024-06-15 00:00:00
U0017,P0360,5,2025-06-22 00:00:00
U0017,P0489,5,2025-04-15 00:00:00
U0017,P0236,1,2024-02-04 00:00:00
U0017,P0140,4,2024-11-20 00:00:00
U0017,P0270,5,2025-05-28 00:00:00
U0017,P0045,2,2025-03-01 00:00:00
U0017,P0090,3,2024-04-24 00:00:00
U0017,P0190,3,2025-01-22 00:00:00
U0017,P0274,2,2024-07-24 00:00:00
U0017,P0484,4,2025-06-30 00:00:00
U0017,P0132,4,2025-09-21 00:00:00
U0017,P0296,4,2025-08-12 00:00:00
U0017,P0165,4,2024-04-18 00:00:00
U0017,P0155,5,2024-07-23 00:00:00
U0017,P0043,5,2025-07-23 00:00:00
U0017,P0345,2,2024-12-30 00:00:00
U0017,P0187,5,2025-01-18 00:00:00
U0017,P0227,4,2024-03-05 00:00:00
U0017,P0310,3,2025-07-12 00:00:00
U0017,P0363,5,2025-11-09 00:00:00
U0017,P0376,3,2025-05-21 00:00:00
U0017,P0116,2,2025-04-07 00:00:00
U0017,P0092,1,2025-01-29 00:00:00
U0017,P0202,5,2024-06-24 00:00:00
U0017,P0130,4,2025-07-26 00:00:00
U0017,P0249,4,2025-09-17 00:00:00
U0017,P0463,4,2025-04-15 00:00:00
U0017,P0375,4,2025-12-31 00:00:00
U0017,P0311,3,2025-03-27 00:00:00
U0018,P0340,3,2024-09-16 00:00:00
U0018,P0415,5,2024-02-07 00:00:00
U0018,P0465,3,2024-10-18 00:00:00
U0018,P0348,4,2025-10-23 00:00:00
U0018,P0193,3,2025-04-27 00:00:00
U0018,P0204,3,2024-10-13 00:00:00
U0018,P0422,2,2024-02-06 00:00:00
U0018,P0254,4,2025-02-03 00:00:00
U0018,P0397,4,2024-06-22 00:00:00
U0018,P0344,2,2024-09-11 00:00:00
U0018,P0024,3,2024-03-10 00:00:00
U0018,P0053,3,2025-05-08 00:00:00
U0018,P0343,4,2024-04-27 00:00:00
U0018,P0094,3,2025-06-05 00:00:00
U0018,P0263,4,2024-09-10 00:00:00
U0018,P0210,2,2025-04-28 00:00:00
U0018,P0061,4,2024-10-01 00:00:00
U0018,P0241,5,2025-06-06 00:00:00
U0018,P0499,4,2025-03-06 00:00:00
U0018,P0056,5,2025-11-05 00:00:00
U0018,P0191,4,2025-05-10 00:00:00
U0018,P0304,5,2024-07-18 00:00:00
U0018,P0280,5,2024-03-22 00:00:00
U0018,P0326,4,2024-10-19 00:00:00
U0018,P0318,4,2024-09-10 00:00:00
U0018,P0208,5,2024-11-17 00:00:00
U0018,P0162,3,2024-10-19 00:00:00
U0018,P0064,5,2024-09-15 00:00:00
U0018,P0364,3,2025-01-18 00:00:00
U0018,P0126,3,2025-02-08 00:00:00
U0018,P0119,1,2025-08-23 00:00:00
U0018,P0144,4,2024-09-06 00:00:00
U0018,P0043,4,2024-07-16 00:00:00
U0019,P0243,5,2025-01-09 00:00:00
U0019,P0345,3,2024-07-16 00:00:00
U0019,P0424,1,2025-12-17 00:00:00
U0019,P0044,5,2024-04-14 00:00:00
U0019,P0192,4,2025-03-29 00:00:00
U0019,P0154,4,2024-04-22 00:00:00
U0019,P0089,4,2025-08-20 00:00:00
U0019,P0367,4,2025-12-17 00:00:00
U0019,P0374,2,2025-09-28 00:00:00
U0019,P0140,4,2025-02-20 00:00:00
U0019,P0066,4,2025-02-22 00:00:00
U0019,P0114,3,2024-11-20 00:00:00
U0019,P0027,4,2024-04-24 00:00:00
U0019,P0362,4,2025-01-13 00:00:00
U0019,P0155,5,2025-03-28 00:00:00
U0019,P0391,5,2024-03-28 00:00:00
U0019,P0292,3,2025-12-14 00:00:00
U0019,P0402,5,2024-04-25 00:00:00
U0019,P0383,5,2024-07-26 00:00:00
U0020,P0155,2,2025-11-16 00:00:00
U0020,P0158,5,2025-12-13 00:00:00
U0020,P0166,3,2024-06-02 00:00:00
U0020,P0317,2,2024-05-19 00:00:00
U0020,P0208,3,2025-09-13 00:00:00
U0020,P0044,5,2025-04-05 00:00:00
U0020,P0286,3,2024-03-09 00:00:00
U0020,P0484,4,2025-05-06 00:00:00
U0020,P0446,1,2024-01-31 00:00:00
U0020,P0133,3,2025-12-19 00:00:00
U0020,P0009,3,2024-02-06 00:00:00
U0020,P0418,3,2024-12-08 00:00:00
U0020,P0258,3,2025-07-27 00:00:00
U0020,P0366,5,2024-09-05 00:00:00
U0020,P0336,3,2024-01-16 00:00:00
U0020,P0473,4,2025-03-27 00:00:00
U0020,P0390,4,2024-08-02 00:00:00
U0020,P0140,1,2024-04-20 00:00:00
U0020,P0093,4,2024-06-30 00:00:00
U0020,P0493,4,2025-07-05 00:00:00
U0020,P0047,4,2025-12-23 00:00:00
U0020,P0076,2,2024-08-30 00:00:00
U0020,P0328,5,2024-10-31 00:00:00
U0020,P0030,1,2025-11-11 00:00:00
U0020,P0429,4,2025-07-24 00:00:00
U0020,P0327,5,2025-08-31 00:00:00
U0020,P0415,3,2024-01-02 00:00:00
U0020,P0090,5,2025-10-09 00:00:00
U0020,P0402,4,2024-07-30 00:00:00
U0020,P0126,4,2025-10-03 00:00:00
U0020,P0243,4,2025-01-05 00:00:00
U0020,P0414,4,2025-09-06 00:00:00
U0020,P0128,2,2024-03-30 00:00:00
U0020,P0482,5,2024-01-16 00:00:00
U0020,P0017,2,2024-05-26 00:00:00
U0020,P0260,3,2025-07-31 00:00:00
U0020,P0092,5,2025-11-25 00:00:00
U0020,P0033,5,2024-08-25 00:00:00
U0020,P0194,2,2025-03-23 00:00:00
U0020,P0132,3,2025-02-06 00:00:00
U0021,P0132,3,2025-02-21 00:00:00
U0021,P0027,4,2024-04-30 00:00:00
U0021,P0235,4,2024-12-26 00:00:00
U0021,P0096,4,2025-02-08 00:00:00
U0021,P0105,2,2024-08-10 00:00:00
U0021,P0404,5,2025-07-29 00:00:00
U0021,P0379,4,2024-05-03 00:00:00
U0021,P0419,5,2025-10-31 00:00:00
U0021,P0317,4,2024-11-13 00:00:00
U0021,P0459,3,2025-06-03 00:00:00
U0021,P0118,5,2024-03-02 00:00:00
U0021,P0144,5,2025-07-02 00:00:00
U0021,P0114,5,2024-10-20 00:00:00
U0021,P0163,1,2024-12-17 00:00:00
U0021,P0412,5,2024-02-16 00:00:00
U0021,P0433,5,2024-08-08 00:00:00
U0021,P0438,5,2025-02-08 00:00:00
U0021,P0022,4,2025-08-26 00:00:00
U0021,P0076,4,2025-09-20 00:00:00
U0021,P0296,4,2024-01-09 00:00:00
U0021,P0370,3,2024-07-04 00:00:00
U0021,P0089,4,2025-09-24 00:00:00
U0021,P0108,5,2025-09-14 00:00:00
U0021,P0180,3,2024-11-28 00:00:00
U0022,P0399,4,2024-07-03 00:00:00
U0022,P0046,4,2024-11-28 00:00:00
